,Inspection ID,DBA Name,AKA Name,License #,Facility Type,Risk,Address,City,State,Zip,Inspection Date,Inspection Type,Results,Violations,Latitude,Longitude,Location
1014,2166472,TAQUERIA EL PASTOR,TAQUERIA EL PASTOR,1358636.0,Restaurant,Risk 1 (High),4418 W 63RD ST ,CHICAGO,IL,60629.0,2018-04-20,Canvass,Pass w/ Conditions,"27. TOILET ROOMS ENCLOSED CLEAN, PROVIDED WITH HAND CLEANSER, SANITARY HAND DRYING DEVICES AND PROPER WASTE RECEPTACLES - Comments: MALE EMPLOYEE TOILET ROOM LOCATED IN REAR NOT CLEAN OR MAINTAINED. UNCOVERED RECEPTACLE  WITH FOUL SMELL AND FILLED TO TOP WITH FECES SOILED TOILET PAPER. INSTD TO MAINTAIN TOILET ROOM CLEAN, EMPTY RECEPTACLE AT PROPER FREQUENCY, AND DISPOSE OF SOILED TOILET PAPER PROPERLY. VIOLATION 7-38-030 SERIOUS. | 16. FOOD PROTECTED DURING STORAGE, PREPARATION, DISPLAY, SERVICE AND TRANSPORTATION - Comments: FOOD NOT PROTECTED DURING STORAGE. OBSERVED RAW PORK STORED ON WIRE SHELF IMMEDIATELY ABOVE READY TO EAT ICEBURG LETTUCE (USED FOR CONDIMENTS/TOPPINGS ON TACOS, BURRITOS, ETC) IN WALK IN COOLER. INSTD TO STORE RAW FOOD PROPERLY. VIOLATION 7-38-005A SERIOUS. | 43. FOOD (ICE) DISPENSING UTENSILS, WASH CLOTHS PROPERLY STORED - Comments: WIPING CLOTHS IMPROPERLY STORED. INSTD TO STORE IN SANITIZING SOLUTION WHEN NOT IN USE. | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: TORN RUBBER GASKET ON INTERIOR UPRIGHT FREEZER IN REAR PREP AREA. INSTD TO REPLACE AND MAINTAIN. WORN, STAINED CUTTING BOARDS IN REAR PREP AREA. INSTD TO REPLACE CUTTING BOARDS AND MAINTAIN.  | 30. FOOD IN ORIGINAL CONTAINER, PROPERLY LABELED: CUSTOMER ADVISORY POSTED AS NEEDED - Comments: COOKED FOODS NOT PROPERLY LABELED OR DATED. INSTD TO PROPERLY LABEL. | 40. REFRIGERATION AND METAL STEM THERMOMETERS PROVIDED AND CONSPICUOUS - Comments: MISSING METAL STEM THERMOMETERS FOR FOOD HANDLERS. INSTD TO PROVIDE AND MAINTAIN.",41.7786430668,-87.7334120804,"(41.778643066848694, -87.73341208043753)"
1015,2166470,SI-PIE,SI-PIE,2594598.0,Restaurant,Risk 1 (High),3349 N SHEFFIELD AVE ,CHICAGO,IL,60657.0,2018-04-20,License,Fail,"16. FOOD PROTECTED DURING STORAGE, PREPARATION, DISPLAY, SERVICE AND TRANSPORTATION - Comments: FOUND FOOD NOT PROTECTED AT FRONT PREPARATION COOLER/COUNTER AREAS.(NO SNEEZEGUARDS)SERIOUS VIOLATION.7-38-005. MUST PROVIDE SNEEZEGUARD. | 36. LIGHTING: REQUIRED MINIMUM FOOT-CANDLES OF LIGHT PROVIDED, FIXTURES SHIELDED - Comments: FOUND LIGHTS NOT SHIELDED AT FRONT PREPARATION AREAS. MUST SHIELD. | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: FOUND WALLS AT MAIN KITCHEN WITH HOLES. MUST SEAL. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: FOUND FLOORS NOT CLEAN AT BASEMENT. MUST CLEAN AND SANITIZE.",41.9431976842,-87.6540595484,"(41.943197684209125, -87.65405954840116)"
1016,2166471,MINI HUT INC,MINI HUT INC,60836.0,Restaurant,Risk 2 (Medium),6659 W ARCHER AVE ,CHICAGO,IL,60638.0,2018-04-20,Complaint,Pass,"32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: OBSERVED THE REAR BOX FREEZER LID BEING HELD TOGETHER WITH DUCT TAPE, IN POOR REPAIR, INSTRUCTED TO REPLACE LID, OR REPLACE FREEZER. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: OBSERVED THE FLOOR UNDER THE FRYERS NOT CLEAN, INSTRUCTED TO CLEAN.ALSO CLEAN CARPET IN FRONT DINING AREA. | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: OBSERVED THE INTERIOR OF FRYER DOORS, AND EXTERIOR OF FRYERS NOT CLEAN, INSTRUCTED TO CLEAN. | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: OBSERVED THE WALL IN REAR STORAGE WITH HOLE, INSTRUCTED TO REPAIR WALL. ALSO CLEAN WALL IN FRONT THE STEAM TABLE. | 41. PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING  EQUIPMENT PROPERLY STORED - Comments: OBSERVED CLUTTER IN THE FRONT STORAGE AREA UNDER COUNTER, INSTRUCTED TO CLEAN/ORGANIZE, AND REMOVE ITEMS NOT BEING USED.",41.7920943828,-87.7890676086,"(41.79209438277045, -87.78906760858516)"
1017,2166553,THE NEW LOOK,THE NEW LOOK,1718695.0,Restaurant,Risk 1 (High),2544 E 83RD ST ,CHICAGO,IL,60617.0,2018-04-20,Canvass,Pass,"34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: MUST CLEAN FLOOS IN KITCHEN TO REMOVE HEAVY GREASE BUILD UP AND FOOD PARTICLES, CLEAN FLOOR IN CLOSET WHERE FREEZER LOCATED ACROSS FROM KITCHEN, CLEAN FLOOR UNDER BAR. | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: CLEAN VENT ON CEILING OF KITCHEN ABOVE PREP TABLE, CLEAN PIPES ALONG WALL IN KITCHEN CONNECTED TO COOKING EQUIPMENT TO REMOVE GREASE.   CLEAN FAN ABOVE REAR EXIT DOOR TO REMOVE DIRT.  SEAL HOLES IN WALL OF THE WOMENS WASHROOM BY THE TOILET. | 37. TOILET ROOM DOORS SELF CLOSING: DRESSING ROOMS WITH LOCKERS PROVIDED: COMPLETE SEPARATION FROM LIVING/SLEEPING QUARTERS - Comments: WASHROOM DOORS NOT SELF CLOSING; INSTALL SELF CLOSING DEVICES. | 41. PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING  EQUIPMENT PROPERLY STORED - Comments: ORGANIZE KITCHEN AND BEHIND BAR.  REMOVE UNNECESSARY ITEMS TO AVOID CLUTTER. | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: MUST CLEAN AND MAINTAIN THE FOLLOWING:  EXTERIOR SURFACES OF STOVE AND FRYER, BOTTOM AREA OF FRYER, STORAGE SHELVES.",41.7446261037,-87.561913784,"(41.744626103697605, -87.56191378396936)"
1018,2166469,PARADISE GROCERY INC.,PARADISE GROCERY INC.,2517736.0,Grocery Store,Risk 2 (Medium),8101 S COTTAGE GROVE AVE ,CHICAGO,IL,60619.0,2018-04-20,Complaint Re-Inspection,Pass,"45. FOOD HANDLER REQUIREMENTS MET - Comments: PROVIDE FOOD HANDLER TRAINING FOR ALL EMPLOYEES. | 41. PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING  EQUIPMENT PROPERLY STORED - Comments:  ELEVATE ALL STOCK OFF FLOOR AND AWAY FROM WALLS AND CORNERS FOR EASY CLEANING AND PEST CONTROL. STORE MOP HEAD UPRIGHT TO PREVENT INSECT BREEDING. 
 | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: REMOVE ALL MILK CRATES AND PROVIDE ADEQUATE SHELVING IN WALK-IN COOLER AND STORAGE AREAS. 
 | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: CLEAN INTERIOR OF VENTILATION HOOD(GREASE BUILDUP)IN PREP AREA. | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: INSTALL BACK FLOW DEVICE ON UTILITY SINK. 
 | 40. REFRIGERATION AND METAL STEM THERMOMETERS PROVIDED AND CONSPICUOUS - Comments: PROVIDE METAL STEM THERMOMETERS FOR INTERNAL TEMPERATURES. | 18. NO EVIDENCE OF RODENT OR INSECT OUTER OPENINGS PROTECTED/RODENT PROOFED, A WRITTEN LOG SHALL BE MAINTAINED AVAILABLE TO THE INSPECTORS - Comments: RAT DROPPINGS REMOVED IN SALES AREA. | 21. * CERTIFIED FOOD MANAGER ON SITE WHEN POTENTIALLY HAZARDOUS FOODS ARE  PREPARED AND SERVED - Comments: CERTIFIED MANAGER ON DUTY DURING INSPECTION | 22. DISH MACHINES: PROVIDED WITH ACCURATE THERMOMETERS, CHEMICAL TEST KITS AND SUITABLE GAUGE COCK - Comments: CHEMICAL SANITZER TEST KIT PROVIDED. | 36. LIGHTING: REQUIRED MINIMUM FOOT-CANDLES OF LIGHT PROVIDED, FIXTURES SHIELDED - Comments:  REPLACE MISSING LIGHT SHIELD NEAR MEAT DISPLAY COOLER. 
 | 37. TOILET ROOM DOORS SELF CLOSING: DRESSING ROOMS WITH LOCKERS PROVIDED: COMPLETE SEPARATION FROM LIVING/SLEEPING QUARTERS - Comments: SELF-CLOSING DEVICE INSTALLED ON WASHROOM DOOR. | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments:  CLEAN INTERIOR AND EXTERIOR OF ALL SINKS, COOLERS, FREEZERS, GOURMET ICE BEVERAGE MACHINE/DRIP TRAY,PREP TABLES, COOKING EQUIPMENT, SLICER, AND CUTTING BOARDS. 
 | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: CLEAN FLOORS UNDER ALL DISPLAY SHELVES, ALONG WALLS AND IN ALL CORNERS IN PREP, SALES, AND STORAGE AREAS. 
 | 30. FOOD IN ORIGINAL CONTAINER, PROPERLY LABELED: CUSTOMER ADVISORY POSTED AS NEEDED - Comments: LABEL AND DATE ALL PACKAGED DELI SANDWICHES IN DISPLAY COOLER.",41.7475384484,-87.6049857308,"(41.747538448447344, -87.6049857308018)"
1019,2166548,ROCKY PANCAKE HOUSE,ROCKY PANCAKE HOUSE,2299323.0,Restaurant,Risk 1 (High),2948 E 83RD ST ,CHICAGO,IL,60617.0,2018-04-20,Canvass,Fail,"18. NO EVIDENCE OF RODENT OR INSECT OUTER OPENINGS PROTECTED/RODENT PROOFED, A WRITTEN LOG SHALL BE MAINTAINED AVAILABLE TO THE INSPECTORS - Comments: OBSERVED RODENT ACTIVITY ON PREMISES.  OBSERVED 60 OR MORE MOUSE DROPPINGS ON THE FLOOR AT THE SIDE OF THE TWO DOOR PREP COOLER, UNDER THE GRILL ON THE SHELF, BETWEEN THE POP COOLER AND HAND SINK AND ON THE FLOOR UNDER/AROUND COOKING EQUIPMENT. MUST CLEAN ALL AFFECTED AREAS AND HAVE PSET COTROL COMPANY SERVICE PRIOR TO REINSPECTION.  SERIOUS VIOLATION 7-38-020 ISSUED. | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: MUST CLEAN AND MAINTAIN THE FOLLOWING: EXTERIOR OF GRILL AREA UNDER GRILL, BOTTOM OF FRYER, CAN OPENER BLADE AND SLEEVE HOLDER. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: CLEAN FLOORS UNDER AND AROUND ALL KITCHEN EQUIPMENT AND IN STORAGE AREAS. | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: CLEAN VENT/HOODED AREA ABOVE COOKING EQUIPMENT. | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: OBSERVED A LEAK AT THE FAUCET OF THE THREE COMP SINK; REPAIR LEAK.",41.7447602771,-87.552025482,"(41.74476027706341, -87.55202548199065)"
1020,2166440,STARR  KOSHER  CATERING,STARR  CATERING,2114226.0,Catering,Risk 1 (High),6320 N LINCOLN AVE ,CHICAGO,IL,60659.0,2018-04-20,Canvass,Fail,"18. NO EVIDENCE OF RODENT OR INSECT OUTER OPENINGS PROTECTED/RODENT PROOFED, A WRITTEN LOG SHALL BE MAINTAINED AVAILABLE TO THE INSPECTORS - Comments: REAR EXIT SCREENED DOOR OF KITCHEN, BEING USED AT THIS TIME OF INSPECTION, FOUND NOT RODENT PROOFED WITH OPEN 2 INCH GAP ON THE BOTTOM THRESHOLD OF THE DOOR. A TORN/MISSING RUBBER STRIPPING ON THE BOTTOM OF THE DOOR AND AN OPEN 1 INCH GAP BETWEEN THE TWO DOUBLE SCREENED DOORS. INSTRUCTED TO PROVIDE A TIGHT FITTING SEAL ON ALL SIDES OF THE SCREENED DOORS. SERIOUS VIOLATION 7-38-020. | 21. * CERTIFIED FOOD MANAGER ON SITE WHEN POTENTIALLY HAZARDOUS FOODS ARE  PREPARED AND SERVED - Comments: NO VALID CITY OF CHICAGO SANITATION CERTIFICATE POSTED ON THE PREMISES. MUST HAVE A VALID CITY OF CHICAGO CERTIFICATE POSTED ON THE PREMISES AT ALL TIMES AND SUCH A PERSON ON SITE AT ALL TIMES WHILE POTENTIALLY HAZARDOUS FOODS ARE BEING PREPARED AND SERVED. SERIOUS VIOLATION 7-38-012. | 29. PREVIOUS MINOR VIOLATION(S) CORRECTED 7-42-090 - Comments: PREVIOUS MINOR VIOLATIONS FROM 3-9-17 #2114226 NOT CORRECTED. #35- NOTED STAINED AND MISSING CEILING TILES AT THE KITCHEN PREP AREA AND IN THE MENS WASHROOM. INSTRUCTED TO CLEAN, REPLACE MISSING TILES AND/OR REPLACE STAINED TILES AND MAINTAIN.#34- MUST CLEAN FLOORS ALONG WALL BASE THROUGHOUT AND MAINTAIN. SERIOUS VIOLATION 7-42-090. | 30. FOOD IN ORIGINAL CONTAINER, PROPERLY LABELED: CUSTOMER ADVISORY POSTED AS NEEDED - Comments: ALL PREPARED FOODS IN THE WALK-IN COOLER MUST BE LABELED AND DATED. | 41. PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING  EQUIPMENT PROPERLY STORED - Comments: ALL STORED ITEMS THROUGHOUT THE FACILITY MUST BE STORED ELEVATED FROM THE FLOORS 6' OR ABOVE.  | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: DRIPPING FAUCET AT THE SMALL, FRONT THREE COMPARTMENT SINK. LEAKING NOZZLE AT THE MOP SINK. MUST REPAIR ALL. MUST INSTALL A SPLASH GUARD ON THE LEFT SIDE OF THE MOP SINK BETWEEN THE SINK AND THE TWO COMPARTMENT PREP SINK. MUST INSTALL A SPLASH GUARD ON THE RIGHT SIDE OF THE KITCHEN EXPOSED HAND SINK BETWEEN THE SINK AND STORED CLEAN DISHWARE. MUST INSTALL AN EXPOSED HAND SINK AT THE DISH AREA THREE COMPARTMENT SINK WITH HOT AND COLD RUNNING WATER, SOAP AND PAPER TOWELS.  | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: WATER DAMAGED CEILING TILES IN THE WOMANS WASHROOM AND THROUGHOUT THE DINING ROOM. MUST REPLACE.----WALLS THROUGHOUT THE KITCHEN, AT ALL SINKS AND PREP AREAS WITH DIRT, SPLATTER. MUST CLEAN AND MAINTAIN. | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: INTERIOR AND EXTERIOR OF ALL COOKING EQUIPMENT, GREASE TRAP UNDER THE EXPOSED HAND SINK, NOZZLES OF ALL KITCHEN SINKS DIRTY WITH GREASE AND FOOD DEBRIS. MUST CLEAN AND MAINTAIN. | 31. CLEAN MULTI-USE UTENSILS AND SINGLE SERVICE ARTICLES PROPERLY STORED: NO REUSE OF SINGLE SERVICE ARTICLES - Comments: FOOD AND RUST ENCRUSTED TABLE TOP CAN OPENER. MUST CLEAN OR REPLACE. | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: ALL METAL RACK SHELVING THROUGHOUT THE KITCHEN WITH DIRT, RUST, MUST CLEAN AND MAINTAIN. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: FLOOR OF THE WALK-IN FREEZER WITH DIRT AND FOOD DEBRIS. MUST CLEAN AND MAINTAIN.---- MUST NOT USE MILK CRATES AS A MEANS OF ELEVATION FOR STORED ITEMS IN THE COOLER, FREEZER AND THROUGHOUT FACILITY. THE FLOORS MUST BE ACCESSIBLE FOR CLEANING AND MONITORING AT ALL TIMES.----FLOOR THRESHOLD AT THE WALK-IN FREEZER IN POOR REPAIR WITH BENT/BROKEN/MISSING METAL. MUST REPAIR/REPLACE TO BE SMOOTH AND CLEANABLE.",41.9961393312,-87.716968345,"(41.996139331170895, -87.71696834498202)"
1021,2166464,"TOLOTZIN MEXICAN CUISINE,LLC",TOLOTZIN MEXICAN CUISINE,2078915.0,Restaurant,Risk 1 (High),4431 N BROADWAY ,CHICAGO,IL,60640.0,2018-04-20,Canvass Re-Inspection,Pass,"18. NO EVIDENCE OF RODENT OR INSECT OUTER OPENINGS PROTECTED/RODENT PROOFED, A WRITTEN LOG SHALL BE MAINTAINED AVAILABLE TO THE INSPECTORS - Comments: VIOLATION CORRECTED
NO EVIDENCE OF RAT DROPPINGS IN BASEMENT AREA,UNDER THE SHELVES | 19. OUTSIDE GARBAGE WASTE GREASE AND STORAGE AREA; CLEAN, RODENT PROOF, ALL CONTAINERS COVERED - Comments: VIOLATION CORRECTED
GARBAGE CONTAINER PRESENTLY NOT OVER FLOWING,GROUND BY HIS CONTAINER IS CLEAN. | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: VIOLATION CORRECTED | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: VIOLATION CORRECTED | 41. PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING  EQUIPMENT PROPERLY STORED - Comments: NOTED HEAVY CLUTTER AT THE BASEMENT DRY STORAGE AREA. INSTRUCTED TO CLEAN, ORGANIZE AND/OR REMOVE ALL UNNECESSARY ARTICLES TO PREVENT HIDING PLACES FOR PEST.",41.9626457721,-87.6555490879,"(41.96264577212164, -87.65554908789413)"
1022,2166465,DURKIN'S TAVERN,DURKIN'S TAVERN,1492282.0,TAVERN,Risk 3 (Low),810 W DIVERSEY PKWY ,CHICAGO,IL,60614.0,2018-04-20,Complaint,Fail,"18. NO EVIDENCE OF RODENT OR INSECT OUTER OPENINGS PROTECTED/RODENT PROOFED, A WRITTEN LOG SHALL BE MAINTAINED AVAILABLE TO THE INSPECTORS - Comments: OBSERVED FRONT ENTRANCE DOOR AND REAR NORTH SIDE DOORS NOT RODENT PROOFED DOORS HAVE APPROXIMATELY ONE INCH OPENING ON BOTTOM DOOR. MUST MAKE DOORS RODENT PROOF TO PREVENT PEST ENTRY. SERIOUS VIOLATION 7-38-020. | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: OBSERVED RUSTY BOTTOM OF BEER COOLERS IN THE FRONT AND REAR BARS. MUST REPAINT AND MAINTAIN. MUST USE NON TOXIC PAINT. 
OBSERVED ICE BINS WITH OUT LIDS. 
INSTRUCTED TO PROVIDE ICE BIN COVERS IN FRONT AND REAR BAR AREAS. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: OBSERVED MISSING AND BROKEN FLOOR TILES IN WOMEN'S WASHROOM. MUST REPAIR AND MAINTAIN. 
OBSERVED DIRT AND DEBRIS ON FLOOR UNDER AROUND AND BEHIND REFRIGERATION UNITS 3-COMPARTMENT SINKS IN FRONT AND REAR BARS. MUST CLEAN AND MAINTAIN. MUST CLEAN ALL FLOOR DRAINS INSIDE WASHROOMS AND MUST MAINTAIN. | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: OBSERVED CLUTTER, DIRT AND DEBRIS INSIDE FRONT BAR CABINETS. MUST REMOVE CLUTTER CLEAN AND ORGANIZE INTERIOR SURFACES. 
 
OBSERVED DIRT ON THE INTERIOR PANELS OF ICE MACHINE LOCATED IN THE BASEMENT. MUST CLEAN AND MAINTAIN. 
 
OBSERVED DIRT ON THE INTERIOR SURFACES OF ALL BEERS COOLERS IN FRONT AND REAR BAR AREAS. MUST CLEAN AND MAINTAIN. | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: OBSERVED VENTILATION NOT WORKING IN FRONT AND REAR WOMEN'S WASHROOM. MUST REPAIR AND MAINTAIIN. 
ADDITIONAL WATER PRESSURE NEEDED AT THE FRONT EXPOSED HAND WASHING SINK IN FRONT BAR. MUST REPAIR AND MAINTAIN. | 41. PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING  EQUIPMENT PROPERLY STORED - Comments: OBSERVED CLUTTER AND UNNECESSARY ARTICLES IN BASEMENT. MUST REMOVE CLUTTER AND ORGANIZE AREA TO PREVENT RODENT HARBORAGE. MUST ELEVATE ITEMS 6INCHES OFF FLOOR AND AWAY FROM THE WALL. | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: OBSERVED OPENINGS INTO CEILING IN FRONT ENTRANCE OF BASEMENT. MUST SEAL AND MAINTAIN.  
OBSERVED DUST ACCUMULATION ON CEILING VENTILATIONS VENTS INSIDE ALL WASHROOMS. MUST CLEAN AND MAINTAIN. 
OBSERVED OPEN AND EXPOSED BRICK WALLS IN FRONT AND REAR BAR AREAS. MUST SEAL AND MAINTAIN. WALLS MUST BE SMOOTH AND EASILY CLEANABLE SURFACES. | 36. LIGHTING: REQUIRED MINIMUM FOOT-CANDLES OF LIGHT PROVIDED, FIXTURES SHIELDED - Comments: OBSERVED BURN OUT LIGHT IN REAR MEN'S WASHROOM AND INSIDE REAR LIQUOR ROOM IN BASEMNT. MUST REPAIR AND MAINTAIN.",41.9328194397,-87.6494645916,"(41.93281943965434, -87.64946459158662)"
1023,2166462,KILMER  ELEMENTARY,KILMER  ELEMENTARY SCHOOL,24021.0,School,Risk 1 (High),6700 N GREENVIEW ,CHICAGO,IL,60626.0,2018-04-20,Canvass Re-Inspection,Pass,"18. NO EVIDENCE OF RODENT OR INSECT OUTER OPENINGS PROTECTED/RODENT PROOFED, A WRITTEN LOG SHALL BE MAINTAINED AVAILABLE TO THE INSPECTORS - Comments: OBSERVED NO MICE DROPPINGS IN KITCHEN NEAR WALK IN COOLER UNDER SHELVES. CLEAN AND SANITIZE AFFECTED AREAS. OBSERVED NO MICE DROPPINGS IN CLASSROOM # 110 IN CORNERS AND ALONG WALLS. OBSERVED NO MICE DROPPINGS IN CLASSROOM #112 IN CORNERS AND ALONG WALLS. ALL MICE DROPPINGS WERE REMOVED AND  ALL AFFECTED AREAS WERE CLEANED AND SANITIZED. SERIOUS VIOLATION CORRECTED | 19. OUTSIDE GARBAGE WASTE GREASE AND STORAGE AREA; CLEAN, RODENT PROOF, ALL CONTAINERS COVERED - Comments: OBSERVED OUTSIDE DUMPSTER LIDS REPLACED AND RODENTPROOF. SERIOUS VIOLATION CORRECTED",42.0036762204,-87.6682602565,"(42.003676220369776, -87.66826025653212)"
1024,2166459,THE TEMPLE BAR,LAS REINAS,40374.0,Restaurant,Risk 1 (High),3001 N ASHLAND AVE ,CHICAGO,IL,60657.0,2018-04-20,Canvass,Out of Business,,41.9360976266,-87.6683842673,"(41.93609762657588, -87.66838426734496)"
1025,2166460,Harte Elementary,Bret Harte Elementary,23561.0,School,Risk 1 (High),1556 E 56th St (5600S) ,CHICAGO,IL,60637.0,2018-04-20,Canvass,Pass,38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: PROVIDE MECHANICAL VENTILATION IN GIRLS WASHROOM NEAR LUNCHROOM. REPLACE MISSING CAP ON RIGHT SINK IN BOYS WASHROOM NEAR LUNCHROOM. ADJUST TIMED FAUCET ON SINK IN SECOND FLOOR WASHROOM(WATER MUST RUN CONTINUOUSLY FOR AT LEAST 15 SECONDS BEFORE RETOUCHING HANDLE.),41.7934745999,-87.5868632753,"(41.79347459992128, -87.58686327533003)"
1026,2166458,TEMPLE BAR CHICAGO,TEMPLE BAR CHICAGO,2579147.0,Restaurant,Risk 1 (High),3001 N ASHLAND AVE ,CHICAGO,IL,60657.0,2018-04-20,License Re-Inspection,Pass,,41.9360976266,-87.6683842673,"(41.93609762657588, -87.66838426734496)"
